averating,brand,dimension,frcolor,img,interface,keycap,led,logilayout,model,name,nreviews,physlayout,price,rollover,size,sku,switch,weight 
5.0,Ducky,"11.50"" x 4.25"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1861ST-USPDAZT1_main.png,USB-C,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,One 2 Mini,Ducky One 2 Mini RGB LED  60% Double Shot PBT Mechanical Keyboard,7,US QWERTY,$99.00,Full,60%,DKON1861ST-BUSPDAZT1,Cherry MX Brown,2.00 lbs
4.5,Ducky,"14.04"" x 5.24"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_DKON1687ST-USPDWWT1_main.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,RGB,ANSI,One RGB,Ducky One White on White TKL RGB LED Double Shot PBT Mechanical Keyboard,8,US QWERTY,$139.00,Full,Tenkeyless,DKON1687ST-AUSPDWWT1,Cherry MX Black,2.43 lbs
4.6,Vortex,"11.50"" x 4.00"" x 2.00""",White,https://mechanicalkeyboards.com/shop/images/products/large_PKX6100-EPVRGB3W_main.png,USB,Primary: White Double Shot ABS with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R White Case RGB LED  60% Double Shot ABS Mechanical Keyboard,5,US QWERTY,$139.00,Full,60%,PKX6100-BEPVRGB3_W,Cherry MX Brown,2.00 lbs
4.7,Mechanical Keyboards Inc,"14.20"" x 5.50"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1538_Disco_PRIMARY.jpg,USB,Primary: Black Laser Etched ABS with Backlit (clear) legends,RGB,ANSI,Disco,MK Disco Black ABS Keycaps RGB LED  TKL Mechanical Keyboard,42,US QWERTY,$99.00,Full,Tenkeyless,MK8715RGB-AUSALAAT6,KBT Black,2.70 lbs
,Ducky,"17.25"" x 5.25"" x 1.50""",White,https://mechanicalkeyboards.com/shop/images/products/large_1627_DKSH1408_whitecase1.jpg,USB,Primary: Blue Dye Sub PBT with Black legends,n/a,ANSI,One,Ducky One Blue on White Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$109.00,Full,Full Size,DKON1608-CUSPHBWB1,Cherry MX Blue,3.00 lbs
,Ducky,"17.25"" x 5.25"" x 1.50""",White,https://mechanicalkeyboards.com/shop/images/products/large_1627_DKSH1408_whitecase1.jpg,USB,Primary: Blue Dye Sub PBT with Black legends,n/a,ANSI,One,Ducky One Blue on White Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$109.00,Full,Full Size,DKON1608-RUSPHBWB1,Cherry MX Red,3.00 lbs
3.3,Varmilo,"13.30"" x 4.00"" x 2.00""",Dark Gray,https://mechanicalkeyboards.com/shop/images/products/large_1675_V681.jpg,USB,Primary: Gray Dye Sub PBT with Black legends,White,ANSI,VA68M,Varmilo VA68M White LED 60% Dye Sub PBT Mechanical Keyboard,4,US QWERTY,$169.00,Full,60%,VA68FN2W/ALD2V,Cherry MX Brown,2.30 lbs
3.3,Varmilo,"13.30"" x 4.00"" x 2.00""",Dark Gray,https://mechanicalkeyboards.com/shop/images/products/large_1675_V681.jpg,USB,Primary: Gray Dye Sub PBT with Black legends,White,ANSI,VA68M,Varmilo VA68M White LED 60% Dye Sub PBT Mechanical Keyboard,4,US QWERTY,$169.00,Full,60%,VA68FC2W/ALD2V,Cherry MX Blue,2.30 lbs
3.3,Varmilo,"13.30"" x 4.00"" x 2.00""",Dark Gray,https://mechanicalkeyboards.com/shop/images/products/large_1675_V681.jpg,USB,Primary: Gray Dye Sub PBT with Black legends,White,ANSI,VA68M,Varmilo VA68M White LED 60% Dye Sub PBT Mechanical Keyboard,4,US QWERTY,$169.00,Full,60%,VA68FR2W/ALD2V,Cherry MX Red,2.30 lbs
5.0,Leopold,"15.20"" x 5.70"" x 1.50""",White,https://mechanicalkeyboards.com/shop/images/products/large_2054_FC980M_White.JPG,"USB,PS/2",Primary: White Laser Printed PBT with Gray legends,n/a,ANSI,FC980M,Leopold FC980M White Case Laser Printed PBT Mechanical Keyboard,3,US QWERTY,$119.00,Full,Full Size,FC980MN/EWP,Cherry MX Brown,2.40 lbs
5.0,Leopold,"15.20"" x 5.70"" x 1.50""",White,https://mechanicalkeyboards.com/shop/images/products/large_2054_FC980M_White.JPG,"USB,PS/2",Primary: White Laser Printed PBT with Gray legends,n/a,ANSI,FC980M,Leopold FC980M White Case Laser Printed PBT Mechanical Keyboard,3,US QWERTY,$119.00,Full,Full Size,FC980MC/EWP,Cherry MX Blue,2.40 lbs
5.0,Leopold,"15.20"" x 5.70"" x 1.50""",White,https://mechanicalkeyboards.com/shop/images/products/large_2054_FC980M_White.JPG,"USB,PS/2",Primary: White Laser Printed PBT with Gray legends,n/a,ANSI,FC980M,Leopold FC980M White Case Laser Printed PBT Mechanical Keyboard,3,US QWERTY,$119.00,Full,Full Size,FC980MR/EWP,Cherry MX Red,2.40 lbs
5.0,Leopold,"15.20"" x 5.70"" x 1.50""",White,https://mechanicalkeyboards.com/shop/images/products/large_2054_FC980M_White.JPG,"USB,PS/2",Primary: White Laser Printed PBT with Gray legends,n/a,ANSI,FC980M,Leopold FC980M White Case Laser Printed PBT Mechanical Keyboard,3,US QWERTY,$124.00,Full,Full Size,FC980MS/EWP,Cherry MX Silent Red,2.40 lbs
5.0,Leopold,"15.24"" x 5.71"" x 1.18""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2994_FC980BG_1.jpg,USB,Alphas: Gray Double Shot PBT with Black legends,n/a,ANSI,FC980M,Leopold FC980M Grey/Blue PD Double Shot PBT Mechanical Keyboard,1,US QWERTY,$119.00,Full,Full Size,FC980MN/EGBPD,Cherry MX Brown,2.43 lbs
5.0,Leopold,"15.24"" x 5.71"" x 1.18""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2994_FC980BG_1.jpg,USB,Alphas: Gray Double Shot PBT with Black legends,n/a,ANSI,FC980M,Leopold FC980M Grey/Blue PD Double Shot PBT Mechanical Keyboard,1,US QWERTY,$119.00,Full,Full Size,FC980MC/EGBPD,Cherry MX Blue,2.43 lbs
,Ducky,"17.32"" x 5.51"" x 1.61""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1608-BUSPHZBB5_main.jpg,USB,Modifiers: Dark Gray Dye Sub PBT with Black legends,n/a,ANSI,One,Ducky One Gray / Gray Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$114.00,Full,Full Size,DKON1608-PUSPHZAB5,Cherry MX Silver,2.87 lbs
5.0,Ducky,"14.00"" x 5.00"" x 2.00""",White,https://mechanicalkeyboards.com/shop/images/products/large_1764_tklwg1.jpg,USB,Primary: White Dye Sub PBT with Green legends,n/a,ANSI,One,Ducky One White Case Green Legends TKL Dye Sub PBT Mechanical Keyboard,2,US QWERTY,$105.00,Full,Tenkeyless,DKON1687-RUSPHWWB1,Cherry MX Red,3.00 lbs
4.6,Vortex,"11.50"" x 4.00"" x 2.00""",Black,https://mechanicalkeyboards.com/shop/images/products/large_PKX6100-EPVRGB3_main.jpg,USB,Primary: Black Double Shot ABS with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R Black Case RGB LED 60% Mechanical Keyboard,17,US QWERTY,$139.00,Full,60%,PKX6100-AEPVRGB3,Cherry MX Black,2.00 lbs
,James Donkey,"18.20"" x 5.90"" x 1.25""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1913_JD612WH_1.jpg,USB,Primary: Black Laser Etched ABS with Yellow legends,Yellow,ANSI,612,James Donkey 612 White Case Yellow LED  Mechanical Keyboard,0,US QWERTY,$89.00,6,Full Size,JD612-WH-CY,Kailh Blue,2.00 lbs
,KBParadise,"14.10"" x 5.30"" x 1.40""",Black,https://mechanicalkeyboards.com/shop/images/products/large_KBP-V80--MAC_main.jpg,Mini USB,Primary: Black Laser Engraved ABS with White legends,n/a,ANSI,V80,KBParadise V80 Mac TKL Mechanical Keyboard,0,US QWERTY,$109.00,Full,Tenkeyless,KBP-V80-B-MAC,Cherry MX Brown,2.07 lbs
,Varmilo,"14.00"" x 5.12"" x 1.35""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2843_87CMYK_1.jpg,USB,Primary: Multi Dye Sub PBT with Black legends,White,ANSI,VA87M,Varmilo VA87M CMPYO White LED  TKL Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$145.00,Full,Tenkeyless,VA87MH2W/LLK12W,Cherry MX Silent Black,2.41 lbs
,Varmilo,"14.00"" x 5.12"" x 1.35""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2843_87CMYK_1.jpg,USB,Primary: Multi Dye Sub PBT with Black legends,White,ANSI,VA87M,Varmilo VA87M CMPYO White LED  TKL Dye Sub PBT Mechanical Keyboard,0,US QWERTY,$145.00,Full,Tenkeyless,VA87MW2W/LLK12W,Cherry MX Clear,2.41 lbs
,Ducky,"18.00"" x 5.40"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKSH1808ST-USPDAAT1_main.png,USB-C,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,Shine 7,Ducky Shine 7 Blackout - MK Exclusive First Release - RGB LED Double Shot PBT Mechanical Keyboard,0,US QWERTY,$165.00,Full,Full Size,DKSH1808ST-SUSPDAAT1,Cherry MX Silent Red,3.15 lbs
,Leopold,"14.17"" x 5.51"" x 1.29""",White,https://mechanicalkeyboards.com/shop/images/products/large_FC750RLEWGPD_main.jpg,USB,Alphas: White Double Shot PBT with Green legends,n/a,ANSI,FC750R,Leopold FC750R White/Green PD TKL Double Shot PBT Mechanical Keyboard,0,US QWERTY,$119.00,Full,Tenkeyless,FC750RN/EWGPD,Cherry MX Brown,2.20 lbs
,Leopold,"14.17"" x 5.51"" x 1.29""",White,https://mechanicalkeyboards.com/shop/images/products/large_FC750RLEWGPD_main.jpg,USB,Alphas: White Double Shot PBT with Green legends,n/a,ANSI,FC750R,Leopold FC750R White/Green PD TKL Double Shot PBT Mechanical Keyboard,0,US QWERTY,$119.00,Full,Tenkeyless,FC750RC/EWGPD,Cherry MX Blue,2.20 lbs
,Leopold,"14.17"" x 5.51"" x 1.29""",White,https://mechanicalkeyboards.com/shop/images/products/large_FC750RLEWGPD_main.jpg,USB,Alphas: White Double Shot PBT with Green legends,n/a,ANSI,FC750R,Leopold FC750R White/Green PD TKL Double Shot PBT Mechanical Keyboard,0,US QWERTY,$119.00,Full,Tenkeyless,FC750RR/EWGPD,Cherry MX Red,2.20 lbs
,Leopold,"14.17"" x 5.51"" x 1.29""",White,https://mechanicalkeyboards.com/shop/images/products/large_FC750RLEWGPD_main.jpg,USB,Alphas: White Double Shot PBT with Green legends,n/a,ANSI,FC750R,Leopold FC750R White/Green PD TKL Double Shot PBT Mechanical Keyboard,0,US QWERTY,$124.00,Full,Tenkeyless,FC750RS/EWGPD,Cherry MX Silent Red,2.20 lbs
,Leopold,"14.17"" x 5.51"" x 1.29""",White,https://mechanicalkeyboards.com/shop/images/products/large_FC750RLEWGPD_main.jpg,USB,Alphas: White Double Shot PBT with Green legends,n/a,ANSI,FC750R,Leopold FC750R White/Green PD TKL Double Shot PBT Mechanical Keyboard,0,US QWERTY,$124.00,Full,Tenkeyless,FC750RW/EWGPD,Cherry MX Clear,2.20 lbs
4.0,Mechanical Keyboards Inc,"14.20"" x 5.50"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2017_Disco_White_Caps_1.png,USB,Primary: White Double Shot ABS with Backlit (clear) legends,RGB,ANSI,Disco,MK Disco White ABS Double Shot RGB LED TKL Mechanical Keyboard,11,US QWERTY,$99.00,Full,Tenkeyless,MK8715RGB-CUSALAWT6,KBT Blue,2.70 lbs
4.0,Mechanical Keyboards Inc,"14.20"" x 5.50"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2017_Disco_White_Caps_1.png,USB,Primary: White Double Shot ABS with Backlit (clear) legends,RGB,ANSI,Disco,MK Disco White ABS Double Shot RGB LED TKL Mechanical Keyboard,11,US QWERTY,$109.00,Full,Tenkeyless,MK8715RGB-BUSALAWT6,KBT Brown,2.70 lbs
4.0,Mechanical Keyboards Inc,"14.20"" x 5.50"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2017_Disco_White_Caps_1.png,USB,Primary: White Double Shot ABS with Backlit (clear) legends,RGB,ANSI,Disco,MK Disco White ABS Double Shot RGB LED TKL Mechanical Keyboard,11,US QWERTY,$109.00,Full,Tenkeyless,MK8715RGB-RUSALAWT6,KBT Red,2.70 lbs
5.0,Leopold,"12.79"" x 4.29"" x 1.26""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2966_FC660BG_1.jpg,USB,Alphas: Gray Double Shot PBT with Black legends,n/a,ANSI,FC660M,Leopold FC660M Grey/Blue PD 60% Double Shot PBT Mechanical Keyboard,1,US QWERTY,$109.00,Full,60%,FC660MN/EGBPD,Cherry MX Brown,1.54 lbs
5.0,Leopold,"12.79"" x 4.29"" x 1.26""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2966_FC660BG_1.jpg,USB,Alphas: Gray Double Shot PBT with Black legends,n/a,ANSI,FC660M,Leopold FC660M Grey/Blue PD 60% Double Shot PBT Mechanical Keyboard,1,US QWERTY,$109.00,Full,60%,FC660MC/EGBPD,Cherry MX Blue,1.54 lbs
5.0,Leopold,"12.79"" x 4.29"" x 1.26""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2966_FC660BG_1.jpg,USB,Alphas: Gray Double Shot PBT with Black legends,n/a,ANSI,FC660M,Leopold FC660M Grey/Blue PD 60% Double Shot PBT Mechanical Keyboard,1,US QWERTY,$109.00,Full,60%,FC660MR/EGBPD,Cherry MX Red,1.54 lbs
5.0,Leopold,"12.79"" x 4.29"" x 1.26""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2966_FC660BG_1.jpg,USB,Alphas: Gray Double Shot PBT with Black legends,n/a,ANSI,FC660M,Leopold FC660M Grey/Blue PD 60% Double Shot PBT Mechanical Keyboard,1,US QWERTY,$114.00,Full,60%,FC660MS/EGBPD,Cherry MX Silent Red,1.54 lbs
,Leopold,"14.17"" x 5.51"" x 1.29""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2900_DSC_0158.jpg,USB,Alphas: Gray Double Shot PBT with Black legends,n/a,ANSI,FC750R,Leopold FC750R Grey/Blue PD TKL Double Shot PBT Mechanical Keyboard,0,US QWERTY,$119.00,Full,Tenkeyless,FC750RC/EGBPD,Cherry MX Blue,2.20 lbs
,Leopold,"14.17"" x 5.51"" x 1.29""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2900_DSC_0158.jpg,USB,Alphas: Gray Double Shot PBT with Black legends,n/a,ANSI,FC750R,Leopold FC750R Grey/Blue PD TKL Double Shot PBT Mechanical Keyboard,0,US QWERTY,$119.00,Full,Tenkeyless,FC750RR/EGBPD,Cherry MX Red,2.20 lbs
,Leopold,"14.17"" x 5.51"" x 1.29""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2900_DSC_0158.jpg,USB,Alphas: Gray Double Shot PBT with Black legends,n/a,ANSI,FC750R,Leopold FC750R Grey/Blue PD TKL Double Shot PBT Mechanical Keyboard,0,US QWERTY,$124.00,Full,Tenkeyless,FC750RS/EGBPD,Cherry MX Silent Red,2.20 lbs
,Leopold,"14.17"" x 5.51"" x 1.29""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2900_DSC_0158.jpg,USB,Alphas: Gray Double Shot PBT with Black legends,n/a,ANSI,FC750R,Leopold FC750R Grey/Blue PD TKL Double Shot PBT Mechanical Keyboard,0,US QWERTY,$124.00,Full,Tenkeyless,FC750RW/EGBPD,Cherry MX Clear,2.20 lbs
4.4,Ducky,"17.32"" x 5.51"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_2886_RGBWhite_1.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,RGB,ANSI,One RGB,Ducky One White on White Fullsize RGB LED Double Shot PBT Mechanical Keyboard,7,US QWERTY,$139.00,Full,Full Size,DKON1708ST-BUSPDWWT1,Cherry MX Brown,2.87 lbs
4.4,Ducky,"17.32"" x 5.51"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_2886_RGBWhite_1.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,RGB,ANSI,One RGB,Ducky One White on White Fullsize RGB LED Double Shot PBT Mechanical Keyboard,7,US QWERTY,$139.00,Full,Full Size,DKON1708ST-CUSPDWWT1,Cherry MX Blue,2.87 lbs
5.0,Ducky,"11.50"" x 4.25"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1861ST-USPDAZT1_main.png,USB-C,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,One 2 Mini,Ducky One 2 Mini RGB LED  60% Double Shot PBT Mechanical Keyboard,7,US QWERTY,$99.00,Full,60%,DKON1861ST-CUSPDAZT1,Cherry MX Blue,2.00 lbs
5.0,Ducky,"11.50"" x 4.25"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1861ST-USPDAZT1_main.png,USB-C,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,One 2 Mini,Ducky One 2 Mini RGB LED  60% Double Shot PBT Mechanical Keyboard,7,US QWERTY,$99.00,Full,60%,DKON1861ST-RUSPDAZT1,Cherry MX Red,2.00 lbs
5.0,Ducky,"11.50"" x 4.25"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1861ST-USPDAZT1_main.png,USB-C,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,One 2 Mini,Ducky One 2 Mini RGB LED  60% Double Shot PBT Mechanical Keyboard,7,US QWERTY,$99.00,Full,60%,DKON1861ST-AUSPDAZT1,Cherry MX Black,2.00 lbs
5.0,Ducky,"11.50"" x 4.25"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1861ST-USPDAZT1_main.png,USB-C,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,One 2 Mini,Ducky One 2 Mini RGB LED  60% Double Shot PBT Mechanical Keyboard,7,US QWERTY,$99.00,Full,60%,DKON1861ST-PUSPDAZT1,Cherry MX Silver,2.00 lbs
5.0,Ducky,"11.50"" x 4.25"" x 1.50""",Black,https://mechanicalkeyboards.com/shop/images/products/large_DKON1861ST-USPDAZT1_main.png,USB-C,Primary: Black Double Shot PBT with Backlit (clear) legends,RGB,ANSI,One 2 Mini,Ducky One 2 Mini RGB LED  60% Double Shot PBT Mechanical Keyboard,7,US QWERTY,$104.00,Full,60%,DKON1861ST-SUSPDAZT1,Cherry MX Silent Red,2.00 lbs
4.5,Ducky,"14.04"" x 5.24"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_DKON1687ST-USPDWWT1_main.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,RGB,ANSI,One RGB,Ducky One White on White TKL RGB LED Double Shot PBT Mechanical Keyboard,8,US QWERTY,$139.00,Full,Tenkeyless,DKON1687ST-BUSPDWWT1,Cherry MX Brown,2.43 lbs
4.5,Ducky,"14.04"" x 5.24"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_DKON1687ST-USPDWWT1_main.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,RGB,ANSI,One RGB,Ducky One White on White TKL RGB LED Double Shot PBT Mechanical Keyboard,8,US QWERTY,$139.00,Full,Tenkeyless,DKON1687ST-CUSPDWWT1,Cherry MX Blue,2.43 lbs
4.5,Ducky,"14.04"" x 5.24"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_DKON1687ST-USPDWWT1_main.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,RGB,ANSI,One RGB,Ducky One White on White TKL RGB LED Double Shot PBT Mechanical Keyboard,8,US QWERTY,$139.00,Full,Tenkeyless,DKON1687ST-RUSPDWWT1,Cherry MX Red,2.43 lbs
4.5,Ducky,"14.04"" x 5.24"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_DKON1687ST-USPDWWT1_main.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,RGB,ANSI,One RGB,Ducky One White on White TKL RGB LED Double Shot PBT Mechanical Keyboard,8,US QWERTY,$139.00,Full,Tenkeyless,DKON1687ST-WUSPDWWT1,Cherry MX Nature White,2.43 lbs
4.5,Ducky,"14.04"" x 5.24"" x 1.61""",White,https://mechanicalkeyboards.com/shop/images/products/large_DKON1687ST-USPDWWT1_main.jpg,USB,Primary: White Double Shot PBT with Backlit (clear) legends,RGB,ANSI,One RGB,Ducky One White on White TKL RGB LED Double Shot PBT Mechanical Keyboard,8,US QWERTY,$139.00,Full,Tenkeyless,DKON1687ST-PUSPDWWT1,Cherry MX Silver,2.43 lbs
4.6,Vortex,"11.50"" x 4.00"" x 2.00""",White,https://mechanicalkeyboards.com/shop/images/products/large_PKX6100-EPVRGB3W_main.png,USB,Primary: White Double Shot ABS with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R White Case RGB LED  60% Double Shot ABS Mechanical Keyboard,5,US QWERTY,$139.00,Full,60%,PKX6100-CEPVRGB3_W,Cherry MX Blue,2.00 lbs
4.6,Vortex,"11.50"" x 4.00"" x 2.00""",White,https://mechanicalkeyboards.com/shop/images/products/large_PKX6100-EPVRGB3W_main.png,USB,Primary: White Double Shot ABS with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R White Case RGB LED  60% Double Shot ABS Mechanical Keyboard,5,US QWERTY,$139.00,Full,60%,PKX6100-REPVRGB3_W,Cherry MX Red,2.00 lbs
4.6,Vortex,"11.50"" x 4.00"" x 2.00""",White,https://mechanicalkeyboards.com/shop/images/products/large_PKX6100-EPVRGB3W_main.png,USB,Primary: White Double Shot ABS with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R White Case RGB LED  60% Double Shot ABS Mechanical Keyboard,5,US QWERTY,$139.00,Full,60%,PKX6100-LEPVRGB3_W,Cherry MX Nature White,2.00 lbs
4.6,Vortex,"11.50"" x 4.00"" x 2.00""",White,https://mechanicalkeyboards.com/shop/images/products/large_PKX6100-EPVRGB3W_main.png,USB,Primary: White Double Shot ABS with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R White Case RGB LED  60% Double Shot ABS Mechanical Keyboard,5,US QWERTY,$139.00,Full,60%,PKX6100-AEPVRGB3_W,Cherry MX Black,2.00 lbs
4.6,Vortex,"11.50"" x 4.00"" x 2.00""",White,https://mechanicalkeyboards.com/shop/images/products/large_PKX6100-EPVRGB3W_main.png,USB,Primary: White Double Shot ABS with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R White Case RGB LED  60% Double Shot ABS Mechanical Keyboard,5,US QWERTY,$139.00,Full,60%,PKX6100-SEPVRGB3_W,Cherry MX Silver,2.00 lbs
4.6,Vortex,"11.50"" x 4.00"" x 2.00""",White,https://mechanicalkeyboards.com/shop/images/products/large_PKX6100-EPVRGB3W_main.png,USB,Primary: White Double Shot ABS with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R White Case RGB LED  60% Double Shot ABS Mechanical Keyboard,5,US QWERTY,$139.00,Full,60%,PKX6100-SREPVRGB3_W,Cherry MX Silent Red,2.00 lbs
4.7,Mechanical Keyboards Inc,"14.20"" x 5.50"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1538_Disco_PRIMARY.jpg,USB,Primary: Black Laser Etched ABS with Backlit (clear) legends,RGB,ANSI,Disco,MK Disco Black ABS Keycaps RGB LED  TKL Mechanical Keyboard,42,US QWERTY,$99.00,Full,Tenkeyless,MK8715RGB-CUSALAAT6,KBT Blue,2.70 lbs
4.7,Mechanical Keyboards Inc,"14.20"" x 5.50"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1538_Disco_PRIMARY.jpg,USB,Primary: Black Laser Etched ABS with Backlit (clear) legends,RGB,ANSI,Disco,MK Disco Black ABS Keycaps RGB LED  TKL Mechanical Keyboard,42,US QWERTY,$109.00,Full,Tenkeyless,MK8715RGB-BUSALAAT6,KBT Brown,2.70 lbs
4.7,Mechanical Keyboards Inc,"14.20"" x 5.50"" x 1.70""",Black,https://mechanicalkeyboards.com/shop/images/products/large_1538_Disco_PRIMARY.jpg,USB,Primary: Black Laser Etched ABS with Backlit (clear) legends,RGB,ANSI,Disco,MK Disco Black ABS Keycaps RGB LED  TKL Mechanical Keyboard,42,US QWERTY,$109.00,Full,Tenkeyless,MK8715RGB-RUSALAAT6,KBT Red,2.70 lbs
5.0,Leopold,"15.24"" x 5.71"" x 1.18""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2994_FC980BG_1.jpg,USB,Alphas: Gray Double Shot PBT with Black legends,n/a,ANSI,FC980M,Leopold FC980M Grey/Blue PD Double Shot PBT Mechanical Keyboard,1,US QWERTY,$119.00,Full,Full Size,FC980MR/EGBPD,Cherry MX Red,2.43 lbs
5.0,Leopold,"15.24"" x 5.71"" x 1.18""",Black,https://mechanicalkeyboards.com/shop/images/products/large_2994_FC980BG_1.jpg,USB,Alphas: Gray Double Shot PBT with Black legends,n/a,ANSI,FC980M,Leopold FC980M Grey/Blue PD Double Shot PBT Mechanical Keyboard,1,US QWERTY,$124.00,Full,Full Size,FC980MS/EGBPD,Cherry MX Silent Red,2.43 lbs
4.6,Vortex,"11.50"" x 4.00"" x 2.00""",Black,https://mechanicalkeyboards.com/shop/images/products/large_PKX6100-EPVRGB3_main.jpg,USB,Primary: Black Double Shot ABS with Backlit (clear) legends,RGB,ANSI,POK3R,Vortex POK3R Black Case RGB LED 60% Mechanical Keyboard,17,US QWERTY,$139.00,Full,60%,PKX6100-BEPVRGB3,Cherry MX Brown,2.00 lbs
